531000140100|Amilorida/Hidroclorotiazida 5 mg/50 mg 60 comprimidos
541000140106|Eplerenona 25 mg 30 comprimidos
551000140108|Eplerenona 25 mg 200 comprimidos
561000140105|Eplerenona 50 mg 200 comprimidos
571000140102|Eplerenona 50 mg 30 comprimidos
611000140108|Alfuzosina 5 mg 60 comprimidos liberación modificada
641000140107|Aliskireno 150 mg 28 comprimidos
651000140109|Aliskireno 300 mg 28 comprimidos
661000140106|Aliskireno/Hidroclorotiazida 300 mg/25 mg 28 comprimidos
671000140103|Aliskireno/Hidroclorotiazida 300 mg/12,5 mg 28 comprimidos
681000140100|Aliskireno/Hidroclorotiazida 150mg/12,5mg 28 comprimidos
691000140102|Aliskireno/Hidroclorotiazida 150mg/25mg 28 comprimidos
701000140102|Abacavir/Lamivudina/Zidovudina 300 mg/150 mg/300 mg 60 comprimidos
711000140104|Almotriptán 12,5 mg 6 comprimidos
721000140108|Almotriptán 12,5 mg 4 comprimidos
731000140106|Alopurinol 100 mg 100 comprimidos
741000140100|Alopurinol 100 mg 25 comprimidos
751000140103|Alopurinol 300 mg 30 comprimidos
761000140101|Alopurinol 300 mg 500 comprimidos
771000140109|Alopurinol 100 mg 500 comprimidos
781000140107|Alprazolam 1 mg 30 comprimidos
791000140105|Alprazolam 1 mg 500 comprimidos
801000140106|Alprazolam 0,5 mg 30 comprimidos
811000140109|Alprazolam 0,5 mg 500 comprimidos
821000140100|Alprazolam 0,25 mg 30 comprimidos
831000140102|Alprazolam 2 mg 50 comprimidos
841000140108|Alprazolam 2 mg 30 comprimidos
851000140105|Alprazolam 0,25 mg 500 comprimidos
861000140107|Alprazolam 2 mg 500 comprimidos
881000140101|Alprazolam 0,75 mg/ml solución/suspensión gotas orales 20 ml 1 frasco
931000140108|Alprazolam 1 mg 30 comprimidos liberación modificada
951000140100|Alprazolam 3 mg 30 comprimidos liberación modificada
971000140106|Alprazolam 0,5 mg 30 comprimidos liberación modificada
991000140107|Alprazolam 2 mg 30 comprimidos liberación modificada
1001000140101|Abatacept 250 mg inyectable perfusión 1 vial
1011000140103|Abciximab 2 mg/ml inyectable perfusión 5 ml 1 vial
1031000140105|Abiraterona 250 mg 120 comprimidos
1061000140100|Aciclovir 200 mg 25 comprimidos
1071000140108|Aciclovir 200 mg 500 comprimidos
1081000140106|Aciclovir 200 mg 100 comprimidos
1091000140109|Aciclovir 800 mg 35 comprimidos
1101000140102|Aciclovir 800 mg 500 comprimidos
1131000140106|Aciclovir 50 mg/g crema 2 g 1 tubo
1141000140100|Aciclovir 50 mg/g crema 15 g 1 tubo
1151000140103|Aciclovir 30 mg/g pomada oftálmica 4,5 g 1 tubo
1161000140101|Aciclovir 400 mg/5 ml solución/suspensión oral 200 ml 1 frasco
1171000140109|Aciclovir 400 mg/5 ml solución/suspensión oral 100 ml 1 frasco
1211000140106|Adalimumab 40 mg inyectable 0,8 ml 2 jeringas precargadas
1221000140102|Adefovir 10 mg 30 comprimidos
1231000140104|Adenosina 6 mg inyectable perfusión 2 ml 6 viales
1241000140105|Adenosina 30 mg inyectable perfusión 10 ml 6 viales
1261000140109|Adenosina trifosfato 100 mg inyectable 1 vial
1281000140103|Agomelatina 25 mg 100 comprimidos
1291000140100|Agomelatina 25 mg 28 comprimidos
1311000140101|Albendazol 400 mg 60 comprimidos
1471000140102|Ácido alendrónico 70 mg 4 comprimidos
1481000140104|Ácido alendrónico/Colecalciferol 70 mg/2.800 UI 4 comprimidos
1491000140101|Ácido alendrónico/Colecalciferol 70 mg/5.600 UI 4 comprimidos
1521000140104|Ambroxol 3 mg/ml solución/suspensión oral 200 ml 1 frasco
1541000140107|Ambroxol 6 mg/ml solución/suspensión oral 250 ml 1 frasco
1561000140106|Ambroxol 75 mg 30 cápsulas liberación modificada
1581000140100|Ambroxol 30 mg 20 comprimidos
1601000140106|Ambroxol 60 mg solución/suspensión oral 20 sobres
1621000140100|Ambroxol 15 mg inyectable 2 ml 10 ampollas
1631000140102|Amifostina 500 mg inyectable perfusión 3 viales
1641000140108|Amifostina 375 mg inyectable perfusión 5 viales
1761000140102|Amitriptilina 25 mg 30 cápsulas
1781000140108|Amitriptilina/Medazepam 12,5 mg/5 mg 60 cápsulas
1801000140107|Amitriptilina/Medazepam 25 mg/10 mg 60 cápsulas
1881000140102|Amisulprida 100 mg 60 comprimidos
1891000140104|Amisulprida 100 mg/ml solución/suspensión oral 60 ml 1 frasco
1901000140100|Amisulprida 200 mg 60 comprimidos
1911000140102|Amisulprida 400 mg 30 comprimidos
1921000140106|Amlodipino 5 mg 500 comprimidos
1931000140109|Amlodipino 5 mg 30 comprimidos
1941000140103|Amlodipino 10 mg 500 comprimidos
1951000140101|Amlodipino 10 mg 30 comprimidos
1991000140108|Fosamprenavir 700 mg 60 comprimidos
2001000140105|Fosamprenavir 50 mg/ml solución/suspensión oral 225 ml 1 frasco
2011000140108|Ampicilina 1.000 mg inyectable 100 viales
2021000140104|Ampicilina 1.000 mg inyectable 1 vial
2031000140101|Ampicilina 500 mg inyectable 1 vial
2041000140107|Ampicilina 500 mg inyectable 100 viales
2051000140109|Ampicilina 250 mg inyectable 100 viales
2061000140106|Ampicilina 250 mg inyectable 1 vial
2071000140103|Ampicilina 500 mg 16 cápsulas
2081000140100|Ampicilina 500 mg 8 cápsulas
2101000140109|Ampicilina 1.000 mg 12 comprimidos
2121000140103|Ampicilina/Ampicilina benzatina 600 mg inyectable 1 vial
2131000140100|Ampicilina/Ampicilina benzatina 600 mg inyectable 100 viales
2141000140106|Amoxicilina 500 mg 24 cápsulas
2151000140108|Amoxicilina 500 mg 12 cápsulas
2161000140105|Amoxicilina 500 mg 500 cápsulas
2181000140104|Amoxicilina 500 mg solución/suspensión oral 16 sobres
2191000140101|Amoxicilina 500 mg solución/suspensión oral 24 sobres
2201000140103|Amoxicilina 500 mg solución/suspensión oral 500 sobres
2211000140100|Amoxicilina/Ácido clavulánico 500 mg/125 mg 500 comprimidos
2221000140109|Amoxicilina/Ácido clavulánico 500 mg/125 mg 12 comprimidos
2231000140107|Amoxicilina/Ácido clavulánico 500 mg/125 mg 24 comprimidos
2241000140101|Amoxicilina 500 mg 12 comprimidos
2251000140104|Amoxicilina 500 mg 24 comprimidos
2261000140102|Amoxicilina 500 mg 500 comprimidos
2281000140108|Amoxicilina 750 mg 12 comprimidos
2291000140106|Amoxicilina 750 mg 24 comprimidos
2301000140107|Amoxicilina 750 mg 500 comprimidos
2311000140105|Amoxicilina/Ácido clavulánico 875 mg/125 mg 500 comprimidos
2321000140101|Amoxicilina/Ácido clavulánico 875 mg/125 mg 12 comprimidos
2331000140103|Amoxicilina/Ácido clavulánico 875 mg/125 mg 24 comprimidos
2351000140106|Amoxicilina/Ácido clavulánico 875 mg/125 mg solución/suspensión oral 500 sobres
2361000140108|Amoxicilina/Ácido clavulánico 875 mg/125 mg solución/suspensión oral 12 sobres
2371000140100|Amoxicilina/Ácido clavulánico 875 mg/125 mg solución/suspensión oral 24 sobres
2381000140102|Amoxicilina/Ácido clavulánico 875 mg/125 mg solución/suspensión oral 16 sobres
2401000140102|Amoxicilina/Ácido clavulánico 500 mg/ 125 mg solución/suspensión oral 500 sobres
2411000140104|Amoxicilina/Ácido clavulánico 500 mg/ 125 mg solución/suspensión oral 24 sobres
2421000140108|Amoxicilina/Ácido clavulánico 500 mg/ 125 mg solución/suspensión oral 12 sobres
2441000140100|Amoxicilina/Ácido clavulánico 500 mg/50 mg inyectable 100 viales
2451000140103|Amoxicilina/Ácido clavulánico 1.000 mg/200 mg inyectable 100 viales
2461000140101|Amoxicilina/Ácido clavulánico 1.000 mg/200 mg inyectable 1 vial
2481000140107|Amoxicilina 1.000 mg 12 comprimidos
2491000140105|Amoxicilina 1.000 mg 24 comprimidos
2501000140101|Amoxicilina 1.000 mg 500 comprimidos
2521000140107|Amoxicilina 1.000 mg solución/suspensión oral 24 sobres
2531000140105|Amoxicilina 1.000 mg solución/suspensión oral 12 sobres
2551000140102|Amoxicilina/Ácido clavulánico 250 mg/62,5 mg solución/suspensión oral 24 sobres
2561000140100|Amoxicilina/Ácido clavulánico 250 mg/62,5 mg solución/suspensión oral 12 sobres
2571000140108|Amoxicilina/Ácido clavulánico 250 mg/62,5 mg solución/suspensión oral 500 sobres
2591000140109|Amoxicilina 250 mg solución/suspensión oral 16 sobres
2601000140100|Amoxicilina 250 mg solución/suspensión oral 24 sobres
2611000140102|Amoxicilina 250 mg solución/suspensión oral 500 sobres
2621000140106|Amoxicilina 250 mg/5 ml solución/suspensión oral 120 ml 1 frasco
2631000140109|Amoxicilina 250 mg/5 ml solución/suspensión oral 60 ml 1 frasco
2641000140103|Amoxicilina 250 mg/5 ml solución/suspensión oral 120 ml 20 frascos
2661000140104|Amoxicilina/Ácido clavulánico 250 mg/5 ml + 62,5 mg/5 ml solución/suspensión oral 120 ml 1 frasco
2671000140107|Amoxicilina/Ácido clavulánico 250 mg/5 ml + 62,5 mg/5 ml solución/suspensión oral 60 ml 1 frasco
2701000140108|Amoxicilina/Bromhexina 250 mg/5ml + 4 mg/5 ml solución/suspensión oral 60 ml 1 frasco
2721000140102|Amoxicilina 125 mg/5 ml solución/suspensión oral 120 ml 1 frasco
2741000140105|Amoxicilina/Ácido clavulánico 125 mg/5 ml + 31,25 mg/5 ml solución/suspensión oral 60 ml 1 frasco
2751000140107|Amoxicilina/Ácido clavulánico 125 mg/5 ml + 31,25 mg/5 ml solución/suspensión oral 120 ml 1 frasco
2761000140109|Amoxicilina/Ácido clavulánico 125 mg/5 ml + 31,25 mg/5 ml solución/suspensión oral 120 ml 20 frascos
2791000140100|Amoxicilina/Ácido clavulánico 500 mg/50 mg inyectable 1 vial
2801000140104|Amoxicilina/Ácido clavulánico 500 mg/125 mg 100 comprimidos
2821000140105|Amoxicilina/Bromhexina 500 mg/8 mg 12 cápsulas
2841000140102|Amoxicilina/Ácido clavulánico 2.000 mg/200 mg inyectable perfusión 50 viales
2851000140100|Amoxicilina/Ácido clavulánico 2.000 mg/200 mg inyectable perfusión 1 vial
2861000140103|Amoxicilina 1.000 mg solución/suspensión oral 500 sobres
2871000140106|Amoxicilina 1.000 mg inyectable IM 1 vial
2881000140109|Amoxicilina/Ácido clavulánico 1.000 mg/62,5 mg 500 comprimidos liberación modificada
2891000140107|Amoxicilina/Ácido clavulánico 1.000 mg/62,5 mg 28 comprimidos liberación modificada
2901000140106|Amoxicilina/Ácido clavulánico 1.000 mg/62,5 mg 40 comprimidos liberación modificada
2931000140102|Amoxicilina/Ácido clavulánico 100 mg/ml + 12,5 mg/ml solución/suspensión oral 30 ml 1 frasco
2941000140108|Amoxicilina/Ácido clavulánico 100 mg/ml + 12,5 mg/ml solución/suspensión oral 120 ml 1 frasco
2951000140105|Amoxicilina/Ácido clavulánico 100 mg/ml + 12,5 mg/ml solución/suspensión oral 60 ml 1 frasco
2991000140103|Anastrozol 1 mg 28 comprimidos
3031000140106|Amfotericina B 50 mg inyectable perfusión 1 vial
3041000140100|Amfotericina B 50 mg inyectable perfusión 10 viales
3051000140103|Amfotericina B 100 mg inyectable perfusión 1 vial
3061000140101|Amfotericina B 100 mg inyectable perfusión 10 viales
3071000140109|Anidulafungina 100 mg inyectable perfusión 1 vial
3091000140105|Adalimumab 40 mg inyectable 0,8 ml 2 plumas precargadas
3111000140100|Antimoniato de meglumina 1.500 mg inyectable 5 ml 10 ampollas
3131000140107|Apixabán 2,5 mg 20 comprimidos
3141000140101|Apixabán 2,5 mg 60 comprimidos
3181000140108|Aprepitant 80 mg + 125 mg 3 cápsulas
3191000140106|Fosaprepitant 115 mg inyectable 1 vial
3201000140109|Apraclonidina 10 mg/ml colirio 0,25 ml 2 envases unidosis
3211000140107|Apraclonidina 5 mg/ml colirio 5 ml 1 frasco
3221000140103|Atenolol 50 mg 500 comprimidos
3231000140100|Atenolol 50 mg 30 comprimidos
3241000140106|Atenolol 50 mg 60 comprimidos
3251000140108|Atenolol 100 mg 500 comprimidos
3261000140105|Atenolol 100 mg 30 comprimidos
3271000140102|Atenolol 100 mg 60 comprimidos
3281000140104|Atenolol/Clortalidona 100 mg/25 mg 28 comprimidos
3291000140101|Atenolol/Clortalidona 100 mg/25 mg 56 comprimidos
3301000140100|Atenolol 0,5 mg/ml inyectable 10 ml 5 ampollas
3321000140106|Atenolol/Bendroflumetiazida 100 mg/5 mg 28 comprimidos
3331000140109|Atenolol/Amilorida/Hidroclorotiazida 50 mg/2,5 mg/25 mg 28 cápsulas
3341000140103|Atazanavir 300 mg 30 cápsulas
3351000140101|Atazanavir 150 mg 60 cápsulas
3361000140104|Atazanavir 200 mg 60 cápsulas
3371000140107|Atorvastatina 40 mg 500 comprimidos
3381000140105|Atorvastatina 40 mg 28 comprimidos
3391000140108|Atorvastatina 40 mg 200 comprimidos
3411000140108|Atorvastatina 20 mg 500 comprimidos
3421000140104|Atorvastatina 20 mg 28 comprimidos
3431000140101|Atorvastatina 20 mg 200 comprimidos
3451000140109|Atorvastatina 10 mg 500 comprimidos
3461000140106|Atorvastatina 10 mg 28 comprimidos
3481000140100|Atorvastatina 10 mg 200 comprimidos
3491000140102|Atorvastatina 80 mg 28 comprimidos
3501000140106|Atorvastatina 80 mg 500 comprimidos
3511000140109|Atorvastatina/Amlodipino 10 mg/5 mg 28 comprimidos
3521000140100|Atorvastatina/Amlodipino 10 mg/10 mg 28 comprimidos
3531000140102|Valsartán/Amlodipino 160 mg/5 mg 28 comprimidos
3541000140108|Valsartán/Amlodipino 160 mg/10 mg 28 comprimidos
3551000140105|Olmesartán/Amlodipino 40 mg/5 mg  28 comprimidos
3561000140107|Olmesartán/Amlodipino 40 mg/10 mg 28 comprimidos
3571000140104|Olmesartán/Amlodipino 20 mg/5 mg 28 comprimidos
3581000140101|Valsartán/Amlodipino/Hidroclorotiazida 160 mg/10 mg/12,5 mg 28 comprimidos
3591000140103|Telmisartán/Amlodipino 80 mg/10 mg 360 comprimidos
3601000140107|Telmisartán/Amlodipino 80 mg/5 mg 360 comprimidos
3611000140105|Valsartán/Amlodipino/Hidroclorotiazida 160 mg/5 mg/12,5 mg 28 comprimidos
3621000140101|Valsartán/Amlodipino/Hidroclorotiazida 160 mg/5 mg/25 mg 28 comprimidos
3641000140109|Valsartán/Amlodipino/Hidroclorotiazida 160 mg/10 mg/25 mg 28 comprimidos
3651000140106|Olmesartán/Amlodipino/Hidroclorotiazida 40 mg/10 mg/12,5 mg 28 comprimidos
3661000140108|Olmesartán/Amlodipino/Hidroclorotiazida 40 mg/10 mg/25 mg 28 comprimidos
3681000140102|Telmisartán/Amlodipino 80 mg/10 mg 28 comprimidos
3691000140104|Amlodipino 10 mg 30 comprimidos bucodispersables/liotabs
3701000140104|Olmesartán/Amlodipino/Hidroclorotiazida 20 mg/5 mg/12,5 mg 28 comprimidos
3711000140101|Olmesartán/Amlodipino/Hidroclorotiazida 40 mg/5 mg/25 mg 28 comprimidos
3721000140105|Olmesartán/Amlodipino/Hidroclorotiazida 40 mg/5 mg/12,5 mg 28 comprimidos
3731000140108|Telmisartán/Amlodipino 80 mg/5 mg 28 comprimidos
3741000140102|Amlodipino 5 mg 30 comprimidos bucodispersables/liotabs
3771000140106|Amlodipino 5 mg 28 comprimidos
3841000140105|Proguanilo/Atovacuona 100 mg/250 mg 12 comprimidos
3851000140107|Proguanilo/Atovacuona 25 mg/62,5 mg  12 comprimidos
3861000140109|Atovacuona 750 mg/5 ml suspensión/solución oral 226 ml 1 frasco
3881000140103|Atropina sulfato 1 mg inyectable 1 ml 10 ampollas
3891000140100|Atropina sulfato 1 mg inyectable 1 ml 100 ampollas
3901000140101|Atropina sulfato 1 mg inyectable 1 ml 1 ampolla
3911000140103|Atropina sulfato 0,5 mg inyectable 1 ml 100 ampollas
3921000140107|Atropina sulfato 10 mg/ml colirio 10 ml 1 frasco
3931000140105|Atropina sulfato 5 mg/ml colirio 10 ml 1 frasco
3941000140104|Somatropina 4 mg inyectable 5 viales
3951000140102|Somatropina 1,8 mg inyectable 7 jeringas precargadas
3961000140100|Somatropina 1,6 mg inyectable 7 jeringas precargadas
3971000140108|Somatropina 1,4 mg inyectable 7 jeringas precargadas
3981000140106|Somatropina 1,2 mg inyectable 7 jeringas precargadas
3991000140109|Somatropina 1 mg inyectable 7 jeringas precargadas
4011000140101|Somatropina 0,8 mg inyectable 7 jeringas precargadas
4021000140105|Somatropina 0,6 mg inyectable 7 jeringas precargadas
4031000140108|Somatropina 0,4 mg inyectable 7 jeringas precargadas
4041000140102|Somatropina 0,2 mg inyectable 7 jeringas precargadas
4051000140100|Somatropina 2 mg inyectable 7 jeringas precargadas
4061000140103|Somatropina 6 mg inyectable 1 cartucho precargado
4071000140106|Somatropina 12 mg inyectable 1 cartucho precargado
4091000140107|Somatropina 24 mg inyectable 1 cartucho precargado
4131000140109|Somatropina 5,83 mg/ml inyectable 1,03 ml 1 cartucho precargado
4141000140103|Somatropina 5,83 mg/ml inyectable 1,03 ml 5 cartuchos precargados
4161000140104|Somatropina 8 mg/ml inyectable 1,5 ml 1 cartucho precargado
4171000140107|Somatropina 8 mg/ml inyectable 1,5 ml 5 cartuchos precargados
4201000140106|Somatropina 3,3 mg/ml inyectable 1,5 ml 1 cartucho precargado
4211000140109|Somatropina 3,3 mg/ml inyectable 1,5 ml 5 cartuchos precargados
4221000140100|Somatropina 6,7 mg/ml inyectable 1,5 ml 5 cartuchos precargados
4231000140102|Somatropina 6,7 mg/ml inyectable 1,5 ml 1 cartucho precargado
4241000140108|Somatropina 6,7 mg/ml inyectable 1,5 ml 10 cartuchos precargados
4251000140105|Somatropina 8 mg inyectable 1 cartucho precargado
4261000140107|Somatropina 8 mg inyectable 5 cartuchos precargados
4271000140104|Somatropina 5,3 mg inyectable 1 vial
4281000140101|Somatropina 12 mg inyectable 1 vial
4291000140103|Somatropina 6,7 mg/ml inyectable 1,5 ml 3 cartuchos precargados
4301000140102|Somatropina 10 mg/ml inyectable 1,5 ml 3 cartuchos precargados
4321000140108|Somatropina 5 mg/ml inyectable 2 ml 1 cartucho precargado
4331000140106|Somatropina 5 mg/ml inyectable 2 ml 3 cartuchos precargados
4341000140100|Somatropina 10 mg inyectable 1 vial
4351000140103|Sorafenib 200 mg 112 comprimidos
4371000140109|Clortetraciclina 5 mg/g pomada oftálmica 3 g 1 tubo
4381000140107|Clortetraciclina 10 mg/g pomada oftálmica 15 g 1 tubo
4391000140105|Clortetraciclina 30 mg/g pomada oftálmica 15 g 1 tubo
4401000140107|Azacitidina 100 mg inyectable 1 vial
4411000140105|Azatioprina 50 mg 50 comprimidos
4421000140101|Azatioprina 50 mg inyectable perfusión 1 vial
4431000140103|Ácido azelaico 150 mg/g gel 30 g 1 tubo
4441000140109|Ácido azelaico 200 mg/g crema 30 g 1 tubo
4451000140106|Azelastina 0,5 mg/ml colirio 6 ml 1 frasco
4461000140108|Azitromicina 500 mg 3 comprimidos
4471000140100|Azitromicina 500 mg 150 comprimidos
4491000140104|Azitromicina 500 mg solución/suspensión oral 100 sobres
4501000140108|Azitromicina 500 mg solución/suspensión oral 3 sobres
4511000140106|Azitromicina 500 mg inyectable perfusión 1 vial
4521000140102|Azitromicina 250 mg 6 cápsulas
4531000140104|Azitromicina 250 mg 6 comprimidos
4551000140107|Azitromicina 250 mg solución/suspensión oral 6 sobres
4561000140109|Azitromicina 250 mg solución/suspensión oral 100 sobres
4581000140103|Azitromicina 150 mg solución/suspensión oral 100 sobres
4591000140100|Azitromicina 150 mg solución/suspensión oral 6 sobres
4601000140109|Azitromicina 200 mg/5 ml solución/suspensión oral 30 ml 1 frasco
4611000140107|Azitromicina 200 mg/5 ml solución/suspensión oral 15 ml 1 frasco
4621000140103|Azitromicina 200 mg/5 ml solución/suspensión oral 15 ml 20 frascos
4631000140100|Azitromicina 200 mg/5 ml solución/suspensión oral 30 ml 20 frascos
4641000140106|Azitromicina 200 mg/5 ml solución/suspensión oral 37,5 ml 1 frasco
4651000140108|Azitromicina 1.000 mg solución/suspensión oral 1 sobre
4661000140105|Aztreonám 1.000 mg inyectable 1 vial
4671000140102|Aztreonám 500 mg inyectable 1 vial
4691000140101|Aztreonám 75 mg inhalación pulmonar 84 viales
4701000140101|Baclofeno 10 mg 30 comprimidos
4721000140107|Baclofeno 25 mg 30 comprimidos
4731000140105|Baclofeno 2 mg/ml inyectable perfusión 5 ml 1 ampolla
4741000140104|Baclofeno 0,5 mg/ml inyectable perfusión 20 ml 1 ampolla
4771000140108|Bambuterol 10 mg 30 comprimidos
4781000140106|Bario sulfato 327,25 g solución/suspensión oral 23 envases unidosis
4791000140109|Bario sulfato 333,2 g solución/suspensión oral 10 envases unidosis
4801000140105|Bario sulfato 333,2 g  solución/suspensión oral 1 envase unidosis
4821000140104|Bario sulfato 10 g solución/suspensión oral 30 sobres
4841000140107|Bario sulfato 555,2 g líquido rectal 1 enema
4851000140109|Bario sulfato 555,2 g líquido rectal 10 enemas
4871000140103|Bario sulfato 7,5 mg solución/suspensión oral y rectal 20 envases unidosis
4881000140100|Bario sulfato 50 mg/ml solución/suspensión oral y rectal 2000 ml 4 frascos
4901000140103|Bario sulfato 830 mg/ml solución/suspensión oral y rectal 2000 ml 4 frascos
4921000140109|Bario sulfato 7,5 g solución/suspensión oral 20 sobres
4941000140101|Barnidipino 20 mg 28 cápsulas liberación modificada
4951000140104|Barnidipino 20 mg 56 cápsulas liberación modificada
4971000140105|Barnidipino 10 mg 28 cápsulas liberación modificada
4981000140108|Barnidipino 10 mg 56 cápsulas liberación modificada
4991000140106|Basiliximab 20 mg inyectable 1 vial
5011000140100|Bazedoxifeno 20 mg 28 comprimidos
5041000140101|Beclometasona 5 mg 30 comprimidos liberación modificada
5051000140104|Belimumab 400 mg inyectable perfusión 1 vial
5061000140102|Belimumab 120 mg inyectable perfusión 1 vial
5071000140105|Benazepril 20 mg 28 comprimidos
5081000140108|Benazepril 5 mg 30 comprimidos
5091000140106|Benazepril 10 mg 28 comprimidos
5101000140104|Benazepril/Hidroclorotiazida 10 mg/12,5 mg 28 comprimidos
5111000140101|Benazepril/Hidroclorotiazida 20 mg/25 mg 28 comprimidos
5141000140102|Bencilpenicilina benzatina 1.200.000 UI inyectable 1 vial
5171000140106|Bencilpenicilina benzatina 600.000 UI inyectable 1 vial
5191000140107|Bencilpenicilina benzatina 2.400.000 UI inyectable 1 vial
5211000140108|Bencilpenicilina 1.000.000 UI inyectable 1 vial
5221000140104|Bencilpenicilina 1.000.000 UI inyectable 100 viales
5261000140106|Bencilpenicilina 2.000.000 UI inyectable 1 vial
5271000140103|Bencilpenicilina 2.000.000 UI inyectable 100 viales
5281000140100|Bencilpenicilina 5.000.000 UI inyectable 1 vial
5291000140102|Bencilpenicilina 5.000.000 UI inyectable 100 viales
5301000140101|Bencilpenicilina 10.000.000 UI inyectable 1 vial
5311000140103|Bencilpenicilina 10.000.000 UI inyectable 100 viales
5341000140104|Bencilpenicilina 600.000 UI inyectable 1 vial
5351000140102|Bencilpenicilina 600.000 UI inyectable 100 viales
5371000140108|Bencilpenicilina procaína 600.000 UI inyectable 1 vial
5381000140106|Bencilpenicilina procaína 600.000 UI inyectable 100 viales
5401000140106|Bencilpenicilina procaína 1.200.000 UI inyectable 1 vial
5411000140109|Bencilpenicilina procaína 1.200.000 UI inyectable 100 viales
5421000140100|Bendamustina 100 mg inyectable perfusión 5 viales
5441000140108|Bendamustina 25 mg inyectable perfusión 20 viales
5461000140107|Levodopa/Benserazida 200 mg/50 mg 100 comprimidos
5471000140104|Levodopa/Benserazida 100 mg/25 mg 100 cápsulas liberación modificada
5491000140103|Bentazepam 25 mg 30 comprimidos
5511000140105|Benzbromarona 100 mg 30 comprimidos
5521000140101|Betahistina 8 mg 60 comprimidos
5531000140103|Betahistina 16 mg 30 comprimidos
5551000140106|Betahistina 8 mg/ml solución/suspensión oral 60 ml 1 frasco
5561000140108|Betaína anhidra 1 g/g solución/suspensión oral 180 g 1 frasco
5571000140100|Betametasona 0,5 mg/g crema 30 g 1 tubo
5581000140102|Betametasona 0,5 mg/g crema 60 g 1 tubo
5591000140104|Betametasona 0,5 mg/g pomada 30 g 1 tubo
5601000140108|Betametasona 0,5 mg/g pomada 60 g 1 tubo
5611000140106|Betametasona 0,5 mg/ml líquido uso tópico 60  ml 1 frasco
5631000140104|Betametasona 1 mg/g crema 30 g 1 tubo
5641000140105|Betametasona 1 mg/g crema 15 g 1 tubo
5651000140107|Betametasona 1 mg/g crema 60 g 1 tubo
5661000140109|Betametasona 1 mg/g líquido uso tópico 30 g 1 frasco
5671000140101|Betametasona 1 mg/g líquido uso tópico 60 g 1 frasco
5691000140100|Betametasona/Gentamicina 0,5 mg/g + 1 mg/g crema 30 g 1 tubo
5701000140100|Betametasona/Gentamicina 0,5 mg/g + 1 mg/g crema 60 g 1 tubo
5721000140106|Betaxolol 2,5 mg/ml colirio 5 ml 1 frasco
5761000140104|Bexaroteno 75 mg 100 cápsulas
5771000140107|Bezafibrato 200 mg 60 comprimidos
5781000140105|Bezafibrato 400 mg 30 comprimidos liberación modificada
5791000140108|Bicalutamida 50 mg 30 comprimidos
5801000140109|Bicalutamida 50 mg 500 comprimidos
5811000140107|Bicalutamida 150 mg 30 comprimidos
5821000140103|Bifonazol 10 mg/g crema 30 g 1 tubo
5831000140100|Bifonazol 10 mg/g crema 20 g 1 tubo
5851000140108|Bifonazol 10 mg/g líquido uso tópico 30 ml 1 frasco
5871000140102|Bifonazol 10 mg/g sólido uso tópico 20 g 1 frasco
5891000140101|Bilastina 20 mg 20 comprimidos
5901000140102|Bimatoprost 0,3 mg/ml colirio 3 ml 1 frasco
5921000140108|Bimatoprost 0,1 mg/ml colirio 3 ml 1 frasco
