600303|67038|NEPHROTECT SOLUCION PARA PERFUSION|N/A (más de 3 PA)|10|10 frascos de 250 ml|0|0|1
600307|67042|NIMODIPINO G.E.S. 0,2 mg/ml SOLUCION PARA PERFUSION EFG|0,2 mg/ml inyectable 50 ml|20|20 frascos de 50 ml|1|0|1
600319|67066|METFORMINA KERN PHARMA 850 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|850 mg|500|500 comprimidos|1|0|1
600331|67095|CIPROFLOXACINO RATIO 250 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|250 mg|500|500 comprimidos|1|0|1
600332|67096|CIPROFLOXACINO RATIO 500 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|500 mg|500|500 comprimidos|1|0|1
600333|67097|CIPROFLOXACINO RATIO 750 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|750 mg|500|500 comprimidos|1|0|1
600337|63936|MIDAZOLAM NORMON 5 mg/5 ml SOLUCION INYECTABLE EFG|1 mg/ml inyectable 5 ml|50|50 ampollas de 5 ml|1|1|1
600340|65796|MIDAZOLAM NORMON 50 mg/10 ml SOLUCION INYECTABLE EFG|5 mg/ml inyectable 10 ml|50|50 ampollas de 10 ml|1|1|1
600349|67153|GABAPENTINA NORMON 400 mg CAPSULAS DURAS EFG|400 mg|500|500 cápsulas|1|1|1
600350|67154|GABAPENTINA NORMON 300 mg CAPSULAS DURAS EFG|300 mg|500|500 cápsulas|1|1|1
600363|67223|CURADONA 10% SOLUCION CUTANEA EN ENVASE UNIDOSIS|100 mg/ml|200|200 envases unidosis de 5 ml|0|0|1
600364|67223|CURADONA 10% SOLUCION CUTANEA EN ENVASE UNIDOSIS|100 mg/ml|200|200 envases unidosis de 10 ml|0|0|1
600368|67252|CLORURO SODICO 0,9% TECSOLPAR SOLUCION PARA PERFUSION|0,9%|30|30 frascos de 100 ml conteniendo 50 ml (VIDRIO)|0|0|1
600369|67252|CLORURO SODICO 0,9% TECSOLPAR SOLUCION PARA PERFUSION|0,9%|30|30 frascos de 100 ml (VIDRIO)|0|0|1
600370|67252|CLORURO SODICO 0,9% TECSOLPAR SOLUCION PARA PERFUSION|0,9%|24|24 frascos de 250 ml (VIDRIO)|0|0|1
600371|67252|CLORURO SODICO 0,9% TECSOLPAR SOLUCION PARA PERFUSION|0,9%|20|20 frascos de 500 ml (VIDRIO)|0|0|1
600372|67252|CLORURO SODICO 0,9% TECSOLPAR SOLUCION PARA PERFUSION|0,9%|10|10 frascos de 1.000 ml (VIDRIO)|0|0|1
600373|67253|RINGER LACTATO TECSOLPAR SOLUCION PARA PERFUSION|N/A (más de 3 PA)|24|24 frascos de 250 ml|0|0|1
600374|67253|RINGER LACTATO TECSOLPAR SOLUCION PARA PERFUSION|N/A (más de 3 PA)|20|20 frascos de 500 ml|0|0|1
600378|67288|MEPIVACAINA COMBINO PHARM 1% SOLUCION INYECTABLE EFG|10 mg/ml inyectable 5 ml|100|100 ampollas de 5 ml|1|1|1
600381|67289|MEPIVACAINA COMBINO PHARM 2% SOLUCION INYECTABLE EFG|20 mg/ml inyectable 5 ml|100|100 ampollas de 5 ml|1|1|1
600384|67312|TORASEMIDA NORMON 2,5 mg COMPRIMIDOS EFG|2,5 mg|500|500 comprimidos|1|0|1
600385|67313|TORASEMIDA NORMON 5 mg COMPRIMIDOS EFG|5 mg|500|500 comprimidos|1|0|1
600386|67314|TORASEMIDA NORMON 10 mg COMPRIMIDOS EFG|10 mg|500|500 comprimidos|1|0|1
600392|67333|AMIKACINA SALA 125 mg / 2 ml SOLUCION INYECTABLE EFG|125 mg|50|50 viales de 2 ml|1|0|1
600393|67334|AMIKACINA SALA 500 mg / 2 ml SOLUCION INYECTABLE EFG|500 mg |50|50 viales de 2 ml|1|0|1
600398|67343|POLIELECTROLITICA PLUS BRAUN MINIPLASCO SOLUCION INYECTABLE|N/A (más de 3 PA)|100|100 ampollas de 20 ml|0|0|1
600414|67382|CEFTAZIDIMA IPS 1g POLVO PARA SOLUCION PARA PERFUSION EFG|1.000 mg|50|50 viales|1|0|1
600416|67290|GLUCOSALINO HIPERTONICO TECSOLPAR SOLUCION PARA PERFUSION|5% + 0,9%|24|24 frascos de 250 ml|0|0|1
600417|67290|GLUCOSALINO HIPERTONICO TECSOLPAR SOLUCION PARA PERFUSION|5% + 0,9%|20|20 frascos de 500 ml|0|0|1
600418|67290|GLUCOSALINO HIPERTONICO TECSOLPAR SOLUCION PARA PERFUSION|5% + 0,9%|10|10 frascos de 1.000 ml|0|0|1
600419|67383|CEFTAZIDIMA IPS 2g POLVO PARA SOLUCION PARA PERFUSION EFG|2.000 mg|50|50 viales|1|0|1
600429|52404|VENTOALDO 100 mcg/DOSIS SUSPENSION PARA INHALACION EN ENVASE A PRESION|100 microgramos/dosis|4000|20 inhaladores de 200 dosis|0|0|1
600437|49750|SILVEDERMA 10 mg/g CREMA|10 mg/g|500|1 tarro de 500 g|0|0|1
600447|67455|DEXAMETASONA KERN PHARMA 4 mg/ml SOLUCION INYECTABLE EFG|4 mg|100|100 ampollas de 1 ml|1|0|1
600448|67460|PAROXETINA FARMALIDER 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|20 mg|500|500 comprimidos|1|1|1
600458|67474|ONDANSETRON GENERIS 2 mg/ml SOLUCION INYECTABLE EFG|4 mg |50|50 ampollas de 2 ml|1|0|1
600459|67474|ONDANSETRON GENERIS 2 mg/ml SOLUCION INYECTABLE EFG|8 mg|50|50 ampollas de 4 ml|1|0|1
600475|67500|GLUCOSA TECSOLPAR 5% SOLUCION PARA PERFUSION|5%|30|30 frascos de 100 ml (VIDRIO)|1|0|1
600476|67500|GLUCOSA TECSOLPAR 5% SOLUCION PARA PERFUSION|5%|24|24 frascos de 250 ml (VIDRIO)|1|0|1
600477|67500|GLUCOSA TECSOLPAR 5% SOLUCION PARA PERFUSION|5%|20|20 frascos de 500 ml (VIDRIO)|1|0|1
600480|67500|GLUCOSA TECSOLPAR 5% SOLUCION PARA PERFUSION|5%|10|10 frascos de 1.000 ml (VIDRO)|1|0|1
600481|67502|GLUCOSA TECSOLPAR 10% SOLUCION PARA PERFUSION|10%|24|24 frascos de 250 ml|1|0|1
600482|67502|GLUCOSA TECSOLPAR 10% SOLUCION PARA PERFUSION|10%|20|20 frascos de 500 ml|1|0|1
600483|67500|GLUCOSA TECSOLPAR 5% SOLUCION PARA PERFUSION|5%|30|30 frascos de 100 ml conteniendo 50 ml (VIDRIO)|1|0|1
600486|60884|PRISDAL 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA|20 mg|500|500 comprimidos|0|1|1
600496|67554|CIPROFLOXACINO G.E.S. 2 mg/ml, SOLUCION PARA PERFUSION EFG|200 mg|50|50 bolsas de 100 ml|1|0|1
600497|67554|CIPROFLOXACINO G.E.S. 2 mg/ml, SOLUCION PARA PERFUSION EFG|400 mg|20|20 bolsas de 200 ml|1|0|1
600506|67553|CLORURO DE SODIO FRESENIUS KABI 5,84% SOLUCION INYECTABLE|5,84%|100|100 ampollas de 10 ml|0|0|1
600514|67216|PROPOFOL LIPOMED FRESENIUS 20 mg/ml  EMULSION INYECTABLE Y PARA PERFUSION|20 mg/ml inyectable 50 ml|10|10 viales de 50 ml|0|1|1
600519|59288|ACEDIUR|20 mg/12,5 mg|500|500 comprimidos|0|0|1
600525|67677|GLUCOSALINO HIPERTONICO PHYSAN SOLUCION PARA PERFUSION|5% + 0,9%|30|30 frascos de 50 ml|0|0|1
600526|67677|GLUCOSALINO HIPERTONICO PHYSAN SOLUCION PARA PERFUSION|5% + 0,9%|30|30 frascos de 100 ml|0|0|1
600527|67677|GLUCOSALINO HIPERTONICO PHYSAN SOLUCION PARA PERFUSION|5% + 0,9%|24|24 frascos de 250 ml|0|0|1
600530|67677|GLUCOSALINO HIPERTONICO PHYSAN SOLUCION PARA PERFUSION|5% + 0,9%|10| 10 frascos de 500 ml|0|0|1
600531|67677|GLUCOSALINO HIPERTONICO PHYSAN SOLUCION PARA PERFUSION|5% + 0,9%|10| 10 frascos de 1.000 ml|0|0|1
600536|62827|INFANRIX-IPV+HIB LIOFILIZADO Y SUSPENSION PARA SUSPENSION INYECTABLE|N/A (vacuna)|10|10 viales + 10 jeringas precargadas |0|0|1
600538|67698|CLORURO DE SODIO 0,9% PHYSAN SOLUCION PARA PERFUSION|0,9%|30|30 frascos de 100 ml conteniendo 50 ml (VIDRIO)|0|0|1
600539|67698|CLORURO DE SODIO 0,9% PHYSAN SOLUCION PARA PERFUSION|0,9%|30|30 frascos de 100 ml (VIDRIO)|0|0|1
600540|67698|CLORURO DE SODIO 0,9% PHYSAN SOLUCION PARA PERFUSION|0,9%|24|24 frascos de 250 ml (VIDRIO)|0|0|1
600542|67698|CLORURO DE SODIO 0,9% PHYSAN SOLUCION PARA PERFUSION|0,9%|10|10 frascos de 1.000 ml (VIDRIO)|0|0|1
600543|67689|PRAVASTATINA NORMON 40 mg COMPRIMIDOS EFG|40 mg|280|280 comprimidos|1|0|1
600551|64190|TOBRAMICINA BRAUN 1 mg/ml SOLUCION PARA PERFUSION INTRAVENOSA|80 mg|20|20 frascos de 80 ml|0|0|1
600561|67735|LOSARTAN CINFA 12,5 mg INICIO COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|12,5 mg|500|500 comprimidos|1|0|1
600563|67741|OFLOXACINO G.E.S. 2 mg/ml SOLUCION PARA PERFUSION EFG|200 mg|20|20 bolsas de 100 ml|1|0|1
600573|67774|CITALOPRAM KORHISPANA 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|20 mg|500|500 comprimidos|1|1|1
600580|67787|ENALAPRIL HIDROCLOROTIAZIDA LAREQ 20 mg/12,5 mg COMPRIMIDOS EFG|20 mg/12,5 mg|500|500 comprimidos|1|0|1
600581|67788|ENALAPRIL/HIDROCLOROTIAZIDA VIR 20/12,5 mg COMPRIMIDOS EFG|20 mg/12,5 mg|500|500 comprimidos|1|0|1
600582|67789|HERTEN PLUS 20/12,5 mg COMPRIMIDOS|20 mg/12,5 mg|500|500 comprimidos|0|0|1
600587|67795|GLUCOSA  PHYSAN 5% SOLUCION PARA PERFUSION|5%|30|30 frascos de 100 ml conteniendo 50 ml (VIDRIO)|0|0|1
600588|67795|GLUCOSA  PHYSAN 5% SOLUCION PARA PERFUSION|5%|30| 30 frascos de 100 ml (VIDRIO)|0|0|1
600589|67795|GLUCOSA  PHYSAN 5% SOLUCION PARA PERFUSION|5%|24|24 frascos de 250 ml (VIDRIO)|0|0|1
600591|67795|GLUCOSA  PHYSAN 5% SOLUCION PARA PERFUSION|5%|10|10 bolsas de 1.000 ml (VIDRIO)|0|0|1
600592|67796|GLUCOSA  PHYSAN 10% SOLUCION PARA PERFUSION|10%|24| 24 frascos de 250 ml (VIDRIO)|0|0|1
600595|67797|GLUCOSA PHYSAN 20% SOLUCION PARA PERFUSION|20%|24| 24 frascos de 250 ml|0|0|1
600596|67797|GLUCOSA PHYSAN 20% SOLUCION PARA PERFUSION|20%|10| 10 frascos de  500 ml|0|0|1
600601|61742|PREVENCOR 10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA|10 mg|500|500 comprimidos|0|0|1
600605|67817|FLUCONAZOL BIOMENDI 2 mg/ml SOLUCION PARA PERFUSION EFG|100 mg |50| 50 bolsas de 50 ml|1|0|1
600606|67817|FLUCONAZOL BIOMENDI 2 mg/ml SOLUCION PARA PERFUSION EFG|200 mg |50| 50 bolsas de 100 ml|1|0|1
600607|67817|FLUCONAZOL BIOMENDI 2 mg/ml SOLUCION PARA PERFUSION EFG|400 mg|50| 50 bolsas de 200 ml|1|0|1
600608|67818|FLUCONAZOL FARMAGES 2 mg/ml SOLUCION PARA PERFUSION EFG|100 mg |50|50 bolsas de 50 ml|1|0|1
600609|67818|FLUCONAZOL FARMAGES 2 mg/ml SOLUCION PARA PERFUSION EFG|200 mg |50|50 bolsas de 100 ml|1|0|1
600610|67818|FLUCONAZOL FARMAGES 2 mg/ml SOLUCION PARA PERFUSION EFG|400 mg|50|50 bolsas de 200 ml|1|0|1
600611|67816|CIPROFLOXACINO GENERIS 2 mg/ml SOLUCION PARA PERFUSION EFG|200 mg|20|20 frascos de 100 ml|1|0|1
600618|67843|RINGER LACTATO PHYSAN SOLUCION PARA PERFUSION|N/A (más de 3 PA)|24|24 frascos de 250 ml (VIDRIO)|0|0|1
600627|60885|SEROPRAM 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA|20 mg|500|500 comprimidos|0|1|1
600631|67270|OMEPRAZOL NORMON 40 mg POLVO PARA SOLUCION PARA PERFUSION EFG|40 mg|50|50 viales|1|0|1
600632|60013|CEPRANDAL 20 mg CAPSULAS DURAS GASTRORRESISTENTES|20 mg|1000|1.000 cápsulas|0|0|1
600633|67871|CEFTAZIDIMA SALA 1 g POLVO PARA SOLUCION PARA PERFUSION EFG|1.000 mg|50|50 viales|1|0|1
600634|67872|CEFTAZIDIMA SALA 2 g POLVO PARA SOLUCION PARA PERFUSION EFG|2.000 mg|50|50 viales|1|0|1
600635|61645|CARBON ULTRA ADSORBENTE LAINCO 125 mg/ml GRANULADO PARA SUSPENSIÓN ORAL|125 mg/ml|10|10 frascos de 400 ml|0|0|1
600637|67873|CEFTAZIDIMA SALA 1 g POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE EFG|1.000 mg|50|50 viales + 50 ampollas de disolvente|1|0|1
600642|67897|CLARITROMICINA ARAFARMA GROUP 250 mg COMPRIMIDOS RECUBIERTOS EFG|250 mg|500|500 comprimidos|1|0|1
600645|67898|CLARITROMICINA ARAFARMA GROUP 500 mg COMPRIMIDOS RECUBIERTOS EFG|500 mg|500|500 comprimidos|1|0|1
600646|67902|PIPERACILINA/TAZOBACTAM ACCORD 2/0,25 g POLVO Y DISOLVENTE PARA SOLUCION PARA PERFUSION EFG|2.000 mg/250 mg|50|50 viales + 50 ampollas de disolvente|1|0|1
600647|67903|PIPERACILINA/TAZOBACTAM ACCORD 4/0,5 g POLVO PARA SOLUCION PARA PERFUSION EFG|4.000 mg/500 mg|50|50 viales|1|0|1
600648|67908|CITALOPRAM MABO 30 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|30 mg|500|500 comprimidos|1|1|1
600652|67912|LOSARTAN NORMON 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|50 mg|500|500 comprimidos|1|0|1
600666|67941|LOSARTAN RATIOPHARM 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|50 mg|500|500 comprimidos|1|0|1
600667|67942|LOSARTAN RATIOPHARM 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|100 mg|500|500 comprimidos|1|0|1
600671|67958|FLUCONAZOL CINFAMED 100 mg CAPSULAS DURAS EFG|100 mg|100|100 cápsulas|1|0|1
600673|67960|FLUCONAZOL CINFAMED 200 mg CAPSULAS DURAS EFG|200 mg|100|100 cápsulas|1|0|1
600674|67961|CITALOPRAM GOIBELA 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|20 mg|500|500 comprimidos|1|1|1
600676|65608|CIPROFLOXACINO DERMOGEN 250 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|250 mg|500|500 comprimidos|1|0|1
600682|67975|SIMVASTATINA BENEL 40 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|40 mg|500|500 comprimidos|1|0|1
600683|67977|SIMVASTATINA BENEL 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|20 mg|500|500 comprimidos|1|0|1
600687|67984|PAROXETINA ARAFARMA GROUP 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|20 mg|500|500 comprimidos|1|1|1
600688|67986|SUTRIL NEO 5 mg COMPRIMIDOS DE LIBERACION PROLONGADA|5 mg|500|500 comprimidos|0|0|1
600689|67987|SUTRIL NEO 10 mg COMPRIMIDOS DE LIBERACION PROLONGADA|10 mg|500|500 comprimidos|0|0|1
600692|44792|LIDOCAINA  INYECTABLE BRAUN 2%|20 mg/ml inyectable 5 ml|100|100 ampollas de 5 ml|0|1|0
600695|68036|PIPERACILINA/TAZOBACTAM TEVA 2 g/0,25 g POLVO Y DISOLVENTE PARA SOLUCION PARA PERFUSION  EFG|2.000 mg/250 mg|50|50 viales + 50 ampollas de disolvente|1|0|1
